Year Range,Year (30y start),Month,Pr (mm),Tasmax (degC),Tasmin (degC),Tave (degC)
1950-1979,1950,1,52.848302904028316,3.137403046,-8.34451423,-2.6035555943333333
1950-1979,1950,2,45.94821412818544,4.908807263333333,-6.905081249999999,-0.9981369531333333
1950-1979,1950,3,51.58327002609537,7.7341111966666665,-5.112990156666667,1.3105605139999998
1950-1979,1950,4,39.48200346975889,11.894798733333333,-2.3254430973333333,4.78467782
1950-1979,1950,5,36.04197738712318,17.27746751666667,1.5374555953333333,9.4074616
1950-1979,1950,6,27.048278795048383,21.871648033333333,4.92858958,13.4001187
1950-1979,1950,7,10.329544308026147,27.632008699999997,8.543413403333334,18.0877111
1950-1979,1950,8,7.276930401343504,27.177609066666665,7.962911693333334,17.570260466666664
1950-1979,1950,9,9.484678840768634,22.999151933333334,4.519792254333334,13.759472183333333
1950-1979,1950,10,28.193189117159818,16.769445366666666,0.5926476083333334,8.681046453333332
1950-1979,1950,11,60.63342484469591,7.9986351,-4.466532923333333,1.7660510523333335
1950-1979,1950,12,71.33740098321897,3.353232186,-7.80468535,-2.22572661
1951-1980,1951,1,53.22683299129221,3.1268361126666666,-8.371570909999999,-2.6223673876666664
1951-1980,1951,2,44.746023364468215,4.758702632333334,-7.119439683333334,-1.1803684853333332
1951-1980,1951,3,53.164243392448235,7.722799896666667,-5.155931176666667,1.2834343606666667
1951-1980,1951,4,39.08447463988496,11.839599633333334,-2.3640974806666666,4.7377510633333335
1951-1980,1951,5,36.08994423117424,17.191932916666666,1.476782136,9.334357543333335
1951-1980,1951,6,26.99214409362503,21.750395466666664,4.836967246666666,13.293681266666665
1951-1980,1951,7,10.813625477823866,27.5808353,8.528435136666667,18.054635266666665
1951-1980,1951,8,7.463102520216514,27.1656628,7.972371823333334,17.569017433333332
1951-1980,1951,9,8.87032200363199,23.090575466666667,4.564883120999999,13.827729383333333
1951-1980,1951,10,28.81225370464732,16.6724585,0.5383238250000001,8.60539112
1951-1980,1951,11,61.54031736811696,7.940300866666666,-4.467108323333333,1.7365962423333334
1951-1980,1951,12,68.00182151521614,3.3513466193333334,-7.7969491500000006,-2.222801285666667
1952-1981,1952,1,48.21976613179751,3.1875273026666666,-8.41058031,-2.6115264943333334
1952-1981,1952,2,44.149212192366136,4.860911972333333,-6.96764247,-1.0533652135333333
1952-1981,1952,3,51.024508894912216,7.737661973333333,-5.229065506666667,1.2542982356666668
1952-1981,1952,4,39.759510695202145,11.994059700000001,-2.3425735606666667,4.8257430533333325
